source,participant,subj_values,Model,Meaning,Task,Condition,Stem
original_meaning_2afc_data_cond1_novel_stem_subj_means,39146,0.6666666666666666,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,49522,0.42857142857142855,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,64196,0.4,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,66002,0.75,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,112108,0,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,145601,0.6,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,183053,0.5,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,237233,0.25,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,275912,0.6,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,308566,0.5,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,337780,0.5714285714285714,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,364622,0.6666666666666666,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,375898,0.6666666666666666,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,402050,0.6,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,420322,0.6,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,439037,0.75,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,455957,0.6666666666666666,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,484560,0.42857142857142855,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,499937,0.5,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,504285,0.4444444444444444,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,516480,1,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,524572,0.5,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,581431,0.5,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,618798,0.8333333333333334,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,669582,0.6666666666666666,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,681800,0.42857142857142855,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,695258,0.3333333333333333,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,697965,0.3333333333333333,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,728095,0.2857142857142857,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,757339,0.6666666666666666,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,795819,0.5,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,819354,0.6666666666666666,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,870704,0.8,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,872729,0.375,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,877250,0.42857142857142855,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,879226,0.7142857142857143,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,916209,0.5,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond1_novel_stem_subj_means,949821,0.3333333333333333,original_meaning_2afc_data_cond1_novel_stem,original,2afc,cond1,novel
original_meaning_2afc_data_cond2_familiar_stem_subj_means,49871,0.6666666666666666,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,56352,0.5714285714285714,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,84071,0.4,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,118797,0.5,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,142467,0.75,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,150106,0.42857142857142855,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,167821,0.4,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,189588,0.5714285714285714,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,208147,0.42857142857142855,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,279453,0.4,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,311083,0.5,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,316219,0.6,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,323058,0.375,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,330170,1,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,333042,0.6666666666666666,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,333275,0.3333333333333333,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,358678,0.6666666666666666,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,375011,1,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,380268,0.4,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,394370,0.625,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,407407,0.2857142857142857,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,411030,0.375,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,416951,0.8333333333333334,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,454237,0.42857142857142855,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,463321,0.6666666666666666,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,491215,0.5714285714285714,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,519471,0.5,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,526616,0.6,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,532474,0.2,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,579231,0.6,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,632985,0.3333333333333333,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,649801,0.3333333333333333,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,680109,0.8,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,763736,0.2,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,769293,0.8,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,783859,0.25,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,805292,0.8,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,817058,0.6,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,818269,0.5714285714285714,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,835615,0.5555555555555556,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,835778,0.75,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,844618,0.42857142857142855,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,849639,0,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,877238,0.5,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,881807,0.5555555555555556,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,886144,0.4444444444444444,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,886890,0.5714285714285714,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,893780,0.3333333333333333,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,937555,0.6666666666666666,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_familiar_stem_subj_means,983513,0.3333333333333333,original_meaning_2afc_data_cond2_familiar_stem,original,2afc,cond2,familiar
original_meaning_2afc_data_cond2_novel_stem_subj_means,49871,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,56352,0.3333333333333333,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,84071,0.3333333333333333,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,118797,0.6,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,142467,0.2,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,150106,0.42857142857142855,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,167821,0.3333333333333333,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,189588,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,208147,0.5714285714285714,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,279453,0,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,311083,0.625,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,316219,0.6,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,323058,0.375,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,330170,0.4,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,333042,0.625,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,333275,0.5555555555555556,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,358678,0.6,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,375011,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,380268,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,394370,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,407407,0.5714285714285714,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,411030,0.7142857142857143,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,416951,0.6666666666666666,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,454237,0.2,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,463321,0.625,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,491215,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,519471,0.3333333333333333,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,526616,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,532474,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,579231,0.3333333333333333,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,632985,0.6,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,649801,0.6666666666666666,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,680109,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,763736,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,769293,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,783859,0.3333333333333333,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,805292,0.625,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,817058,0.3333333333333333,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,818269,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,835615,0.2,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,835778,0.8333333333333334,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,844618,0.75,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,849639,0.2857142857142857,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,877238,0,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,881807,0.625,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,886144,0.75,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,886890,0.7142857142857143,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,893780,0.2857142857142857,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,937555,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond2_novel_stem_subj_means,983513,0.5,original_meaning_2afc_data_cond2_novel_stem,original,2afc,cond2,novel
original_meaning_2afc_data_cond3_familiar_stem_subj_means,23855,0.5,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,75565,0.5555555555555556,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,100111,0.3333333333333333,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,103482,0.5,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,150932,0.5555555555555556,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,195051,0.75,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,196092,0.5,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,204573,0.6,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,295781,0.5,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,296211,0.3333333333333333,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,297492,0.3333333333333333,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,303429,0.42857142857142855,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,384294,0.6,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,385370,0.3333333333333333,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,427171,0.625,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,430083,0.375,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,480171,0.8,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,530171,0,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,537070,0.25,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,567835,0.5555555555555556,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,610842,0.6,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,649153,0.42857142857142855,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,692032,0.6,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,706413,0.25,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,722527,0.6,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,780425,0.6666666666666666,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,791629,0.5714285714285714,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,808694,0.5,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,814040,0.4444444444444444,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,828936,0,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,833721,0.5,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,904940,0.7142857142857143,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,979237,0.4,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,980703,0.5,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_familiar_stem_subj_means,983166,0.3333333333333333,original_meaning_2afc_data_cond3_familiar_stem,original,2afc,cond3,familiar
original_meaning_2afc_data_cond3_novel_stem_subj_means,23855,0.5,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,75565,0.2857142857142857,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,100111,0.375,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,103482,0.25,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,150932,0.42857142857142855,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,195051,0.42857142857142855,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,196092,0.5,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,204573,0.3333333333333333,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,295781,0.2,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,296211,0.42857142857142855,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,297492,0.5454545454545454,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,303429,0.375,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,384294,0.75,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,385370,0.5555555555555556,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,427171,0.5,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,430083,0.3333333333333333,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,480171,0.6,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,530171,0.5714285714285714,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
original_meaning_2afc_data_cond3_novel_stem_subj_means,537070,0.3333333333333333,original_meaning_2afc_data_cond3_novel_stem,original,2afc,cond3,novel
