participant,date,condition,age,native_lang,other_langs,stem_condition,comprehension_label,comprehension_response,comprehension_suffix,language,freq_suffix,original_meaning,novel_meaning,frequent,meaning,frequency,condition_numeric
991580,2026-07-17,3,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
991580,2026-07-17,3,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
991580,2026-07-17,3,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
991580,2026-07-17,3,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
991580,2026-07-17,3,,,,familiar,berkodan,dim_pl,dan,dan,freq,0,1,1,1,1,12-12
991580,2026-07-17,3,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
900308,2026-07-17,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
900308,2026-07-17,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
900308,2026-07-17,2,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
491442,2026-07-17,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
491442,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
823771,2026-07-18,2,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
823771,2026-07-18,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,familiar,berkonem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,familiar,berkonem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
945524,2026-07-17,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
945524,2026-07-17,2,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,familiar,berkonem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,familiar,koranem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,familiar,berkonem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,novel,shintinem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,novel,pilnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,novel,meronem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
997505,2026-07-17,2,,,,familiar,balnem,dim_pl,nem,dan,infreq,0,1,0,1,0,3-3
997505,2026-07-17,2,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
137248,2026-07-17,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
137248,2026-07-17,2,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,merodan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,novel,pildan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
6a1367055e82b8a9a60fcfa7,2026-07-17,2,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
847103,2026-07-17,3,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
847103,2026-07-17,3,,,,novel,shintidan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
847103,2026-07-17,3,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
847103,2026-07-17,3,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
847103,2026-07-17,3,,,,novel,shintinem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
847103,2026-07-17,3,,,,novel,pilnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
847103,2026-07-17,3,,,,novel,meronem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
847103,2026-07-17,3,,,,familiar,berkonem,dim_pl,nem,nem,freq,0,1,1,1,1,12-12
847103,2026-07-17,3,,,,familiar,baldan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
296190,2026-07-17,3,,,,novel,pildan,dim_pl,dan,dan,freq,0,1,1,1,1,12-12
041763,2026-07-17,2,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-3
041763,2026-07-17,2,,,,familiar,berkodan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
041763,2026-07-17,2,,,,novel,merodan,dim_pl,dan,nem,infreq,0,1,0,1,0,3-3
041763,2026-07-17,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
041763,2026-07-17,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
041763,2026-07-17,2,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
041763,2026-07-17,2,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
041763,2026-07-17,2,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
041763,2026-07-17,2,,,,familiar,koranem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
041763,2026-07-17,2,,,,familiar,balnem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
041763,2026-07-17,2,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
041763,2026-07-17,2,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,3-3
041763,2026-07-17,2,,,,novel,shintinem,dim_pl,nem,nem,freq,0,1,1,1,1,12-3
467185,2026-07-17,1,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
467185,2026-07-17,1,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
467185,2026-07-17,1,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,familiar,berkonem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,familiar,baldan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,novel,pilnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,familiar,koradan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,novel,meronem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,novel,pildan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,familiar,koranem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,novel,shintidan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,novel,merodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,familiar,berkodan,big_pl,dan,nem,infreq,1,0,0,0,0,12-3
400859,2026-07-17,1,,,,novel,shintinem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
400859,2026-07-17,1,,,,familiar,balnem,dim_sg,nem,nem,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,familiar,balnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,familiar,berkonem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,novel,pilnem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,familiar,baldan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,familiar,berkodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,familiar,koradan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,novel,shintinem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,novel,merodan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,familiar,koranem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,novel,pildan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
936194,2026-07-17,3,,,,novel,meronem,dim_sg,nem,dan,infreq,1,0,0,0,0,3-3
936194,2026-07-17,3,,,,novel,shintidan,big_pl,dan,dan,freq,1,0,1,0,1,12-12
